JobIDRaw|UID|GID|JobName|Partition|ReqNodes|ReqCPUS|AllocNodes|AllocCPUS|NodeList|Timelimit|Submit|Reserved|Start|End|Elapsed|CPUTimeRAW|ElapsedRaw|TimelimitRaw|Priority|State|Unnamed: 21
1805646|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[113-116]|14-00:00:00|2022-03-25T15:19:35|00:10:52|2022-03-25T15:30:27|2022-03-25T15:41:49|00:11:22|152768|682|20160|5|COMPLETED|
1805647|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[125-128]|14-00:00:00|2022-03-25T15:19:38|00:10:49|2022-03-25T15:30:27|2022-03-25T15:41:17|00:10:50|145600|650|20160|5|COMPLETED|
1806026|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[246-249]|14-00:00:00|2022-03-25T15:32:22|00:00:02|2022-03-25T15:32:24|2022-03-25T15:40:00|00:07:36|102144|456|20160|5|COMPLETED|
1806035|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[055,064,074,080]|14-00:00:00|2022-03-25T15:32:25|00:25:11|2022-03-25T15:57:36|2022-03-25T16:32:02|00:34:26|462784|2066|20160|5|COMPLETED|
1806045|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[113,247,298,316]|14-00:00:00|2022-03-25T15:32:28|00:25:08|2022-03-25T15:57:36|2022-03-25T16:34:26|00:36:50|495040|2210|20160|5|COMPLETED|
1806053|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[321,331,333,345]|14-00:00:00|2022-03-25T15:32:30|00:25:06|2022-03-25T15:57:36|2022-03-25T16:36:04|00:38:28|516992|2308|20160|5|COMPLETED|
1806060|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[347,350,366,387]|14-00:00:00|2022-03-25T15:32:32|00:25:04|2022-03-25T15:57:36|2022-03-25T16:34:34|00:36:58|496832|2218|20160|5|COMPLETED|
1806068|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[419,443,507,549]|14-00:00:00|2022-03-25T15:32:35|00:25:01|2022-03-25T15:57:36|2022-03-25T16:32:17|00:34:41|466144|2081|20160|5|COMPLETED|
1806077|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[088-091]|14-00:00:00|2022-03-25T15:32:37|00:59:43|2022-03-25T16:32:20|2022-03-25T16:47:47|00:15:27|207648|927|20160|5|COMPLETED|
1806083|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[241-244]|14-00:00:00|2022-03-25T15:32:40|00:59:40|2022-03-25T16:32:20|2022-03-25T16:45:29|00:13:09|176736|789|20160|5|COMPLETED|
1808177|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[135,147,583-584]|14-00:00:00|2022-03-25T16:30:19|00:11:56|2022-03-25T16:42:15|2022-03-25T16:51:42|00:09:27|127008|567|20160|5|COMPLETED|
1808391|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[161,188,273,298]|14-00:00:00|2022-03-25T16:38:51|00:03:24|2022-03-25T16:42:15|2022-03-25T16:52:11|00:09:56|133504|596|20160|5|COMPLETED|
1808392|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[055,111-113]|14-00:00:00|2022-03-25T16:38:54|00:03:52|2022-03-25T16:42:46|2022-03-25T16:52:26|00:09:40|129920|580|20160|5|COMPLETED|
1808393|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[137,321,333,345]|14-00:00:00|2022-03-25T16:38:58|00:03:48|2022-03-25T16:42:46|2022-03-25T16:52:18|00:09:32|128128|572|20160|5|COMPLETED|
1808394|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[241-244]|14-00:00:00|2022-03-25T16:39:00|00:07:13|2022-03-25T16:46:13|2022-03-25T16:54:42|00:08:29|114016|509|20160|5|COMPLETED|
1808395|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[088-091]|14-00:00:00|2022-03-25T16:39:03|00:10:54|2022-03-25T16:49:57|2022-03-25T17:00:53|00:10:56|146944|656|20160|5|COMPLETED|
1808396|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[135,362-364]|14-00:00:00|2022-03-25T16:39:06|00:12:49|2022-03-25T16:51:55|2022-03-25T17:05:39|00:13:44|184576|824|20160|5|COMPLETED|
1808397|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[125-126,185-186]|14-00:00:00|2022-03-25T16:39:09|00:12:46|2022-03-25T16:51:55|2022-03-25T17:06:39|00:14:44|198016|884|20160|5|COMPLETED|
1808398|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[202-203,232-233]|14-00:00:00|2022-03-25T16:39:12|00:12:43|2022-03-25T16:51:55|2022-03-25T17:04:25|00:12:30|168000|750|20160|5|COMPLETED|
1841129|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[110,135-136,179,226,291,313,382,473,607]|14-00:00:00|2022-03-30T16:39:40|00:30:24|2022-03-30T17:10:04|2022-04-01T13:58:59|1-20:48:55|90347600|161335|20160|10|COMPLETED|
1844979|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[152,492-500]|14-00:00:00|2022-04-01T17:11:35|00:15:13|2022-04-01T17:26:48|2022-04-01T18:10:35|00:43:47|1471120|2627|20160|13|COMPLETED|
1855073|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[307,362-364]|14-00:00:00|2022-04-08T14:17:06|00:11:05|2022-04-08T14:28:11|2022-04-08T14:30:53|00:02:42|36288|162|20160|9|COMPLETED|
1855118|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[387-388,494-495]|14-00:00:00|2022-04-08T14:21:24|00:06:47|2022-04-08T14:28:11|2022-04-08T14:31:09|00:02:58|39872|178|20160|9|COMPLETED|
1855122|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[228-231]|14-00:00:00|2022-04-08T14:21:36|00:13:11|2022-04-08T14:34:47|2022-04-08T14:39:23|00:04:36|61824|276|20160|9|COMPLETED|
1855123|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[329-332]|14-00:00:00|2022-04-08T14:21:41|00:13:06|2022-04-08T14:34:47|2022-04-08T14:39:42|00:04:55|66080|295|20160|9|COMPLETED|
1855124|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[432-435]|14-00:00:00|2022-04-08T14:21:48|00:12:59|2022-04-08T14:34:47|2022-04-08T14:39:32|00:04:45|63840|285|20160|9|COMPLETED|
1855125|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[333-334,436-437]|14-00:00:00|2022-04-08T14:21:59|00:12:48|2022-04-08T14:34:47|2022-04-08T14:39:40|00:04:53|65632|293|20160|9|COMPLETED|
1855126|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[212,217,234,255]|14-00:00:00|2022-04-08T14:22:06|00:25:16|2022-04-08T14:47:22|2022-04-08T14:50:37|00:03:15|43680|195|20160|9|COMPLETED|
1855130|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[274,303,305,336]|14-00:00:00|2022-04-08T14:22:13|00:25:09|2022-04-08T14:47:22|2022-04-08T14:50:16|00:02:54|38976|174|20160|9|COMPLETED|
1855133|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[346,375,488,510]|14-00:00:00|2022-04-08T14:22:23|00:24:59|2022-04-08T14:47:22|2022-04-08T14:50:26|00:03:04|41216|184|20160|9|COMPLETED|
1855135|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[536,573,590,607]|14-00:00:00|2022-04-08T14:22:29|00:24:53|2022-04-08T14:47:22|2022-04-08T14:50:28|00:03:06|41664|186|20160|9|COMPLETED|
1855138|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[488,510,573,590]|14-00:00:00|2022-04-08T14:22:36|00:34:59|2022-04-08T14:57:35|2022-04-08T15:02:02|00:04:27|59808|267|20160|9|COMPLETED|
1855141|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[274,303,336,536]|14-00:00:00|2022-04-08T14:22:49|00:38:16|2022-04-08T15:01:05|2022-04-08T15:05:53|00:04:48|64512|288|20160|9|COMPLETED|
1855142|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[217,255,260,305]|14-00:00:00|2022-04-08T14:22:56|00:38:29|2022-04-08T15:01:25|2022-04-08T15:05:59|00:04:34|61376|274|20160|9|COMPLETED|
1855146|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[346,375,488,510]|14-00:00:00|2022-04-08T14:23:02|00:39:03|2022-04-08T15:02:05|2022-04-08T15:05:54|00:03:49|51296|229|20160|9|COMPLETED|
1855147|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[337-340]|14-00:00:00|2022-04-08T14:23:07|00:40:33|2022-04-08T15:03:40|2022-04-08T15:05:50|00:02:10|29120|130|20160|9|COMPLETED|
1855153|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[125-127,212]|14-00:00:00|2022-04-08T14:23:38|00:40:02|2022-04-08T15:03:40|2022-04-08T15:05:59|00:02:19|31136|139|20160|9|COMPLETED|
1855162|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[275-277,590]|14-00:00:00|2022-04-08T14:23:45|00:39:55|2022-04-08T15:03:40|2022-04-08T15:05:59|00:02:19|31136|139|20160|9|COMPLETED|
1855178|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[357-359,607]|14-00:00:00|2022-04-08T14:23:53|00:39:47|2022-04-08T15:03:40|2022-04-08T15:05:59|00:02:19|31136|139|20160|9|COMPLETED|
1855184|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[144,459-461]|14-00:00:00|2022-04-08T14:23:59|00:39:41|2022-04-08T15:03:40|2022-04-08T15:05:59|00:02:19|31136|139|20160|9|COMPLETED|
1855191|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[449-450,591-592]|14-00:00:00|2022-04-08T14:24:05|00:40:05|2022-04-08T15:04:10|2022-04-08T15:05:30|00:01:20|17920|80|20160|9|COMPLETED|
1855197|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[145,209,309,462]|14-00:00:00|2022-04-08T14:24:11|00:39:59|2022-04-08T15:04:10|2022-04-08T15:05:29|00:01:19|17696|79|20160|9|COMPLETED|
1855199|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[310,377,508-509]|14-00:00:00|2022-04-08T14:24:17|00:40:33|2022-04-08T15:04:50|2022-04-08T15:06:10|00:01:20|17920|80|20160|9|COMPLETED|
1855200|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[462,528,539,573]|14-00:00:00|2022-04-08T14:24:23|00:41:17|2022-04-08T15:05:40|2022-04-08T15:06:58|00:01:18|17472|78|20160|9|COMPLETED|
1855202|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[274-277]|14-00:00:00|2022-04-08T14:24:29|00:41:41|2022-04-08T15:06:10|2022-04-08T15:07:30|00:01:20|17920|80|20160|9|COMPLETED|
1855729|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[274-277]|14-00:00:00|2022-04-08T15:14:00|00:00:01|2022-04-08T15:14:01|2022-04-08T15:17:23|00:03:22|45248|202|20160|9|COMPLETED|
1855730|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[459-462]|14-00:00:00|2022-04-08T15:14:02|00:00:02|2022-04-08T15:14:04|2022-04-08T15:17:19|00:03:15|43680|195|20160|9|COMPLETED|
1855731|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[336-339]|14-00:00:00|2022-04-08T15:14:05|00:00:02|2022-04-08T15:14:07|2022-04-08T15:17:20|00:03:13|43232|193|20160|9|COMPLETED|
1855732|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[287,357-359]|14-00:00:00|2022-04-08T15:14:07|00:00:00|2022-04-08T15:14:07|2022-04-08T15:17:21|00:03:14|43456|194|20160|9|COMPLETED|
1855733|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[340,508-510]|14-00:00:00|2022-04-08T15:14:09|00:00:01|2022-04-08T15:14:10|2022-04-08T15:17:22|00:03:12|43008|192|20160|9|COMPLETED|
1855734|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[375,377,488,528]|14-00:00:00|2022-04-08T15:14:11|00:00:02|2022-04-08T15:14:13|2022-04-08T15:17:30|00:03:17|44128|197|20160|9|COMPLETED|
1855735|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[536,539,545,573]|14-00:00:00|2022-04-08T15:14:14|00:00:02|2022-04-08T15:14:16|2022-04-08T15:17:31|00:03:15|43680|195|20160|9|COMPLETED|
1855736|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[125-127,590]|14-00:00:00|2022-04-08T15:14:16|00:00:42|2022-04-08T15:14:58|2022-04-08T15:17:33|00:02:35|34720|155|20160|9|COMPLETED|
1855737|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[274-277]|14-00:00:00|2022-04-08T15:14:23|00:03:02|2022-04-08T15:17:25|2022-04-08T15:23:28|00:06:03|81312|363|20160|9|COMPLETED|
1855738|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[459-462]|14-00:00:00|2022-04-08T15:14:25|00:03:00|2022-04-08T15:17:25|2022-04-08T15:23:28|00:06:03|81312|363|20160|9|COMPLETED|
1855739|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[336-339]|14-00:00:00|2022-04-08T15:14:28|00:02:57|2022-04-08T15:17:25|2022-04-08T15:23:33|00:06:08|82432|368|20160|9|COMPLETED|
1855740|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[340,508-510]|14-00:00:00|2022-04-08T15:14:30|00:02:55|2022-04-08T15:17:25|2022-04-08T15:23:39|00:06:14|83776|374|20160|9|COMPLETED|
1855741|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[125-127,359]|14-00:00:00|2022-04-08T15:14:32|00:03:06|2022-04-08T15:17:38|2022-04-08T15:23:36|00:05:58|80192|358|20160|9|COMPLETED|
1855742|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[375,377,488,528]|14-00:00:00|2022-04-08T15:14:34|00:03:04|2022-04-08T15:17:38|2022-04-08T15:23:40|00:06:02|81088|362|20160|9|COMPLETED|
1855743|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[536,539,545,573]|14-00:00:00|2022-04-08T15:14:36|00:03:02|2022-04-08T15:17:38|2022-04-08T15:23:42|00:06:04|81536|364|20160|9|COMPLETED|
1855744|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[459-462]|14-00:00:00|2022-04-08T15:14:38|00:09:03|2022-04-08T15:23:41|2022-04-08T15:27:44|00:04:03|54432|243|20160|9|COMPLETED|
1855745|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[125-127,234]|14-00:00:00|2022-04-08T15:14:42|00:08:59|2022-04-08T15:23:41|2022-04-08T15:27:56|00:04:15|57120|255|20160|9|COMPLETED|
1855746|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[359,508-510]|14-00:00:00|2022-04-08T15:14:44|00:08:57|2022-04-08T15:23:41|2022-04-08T15:27:59|00:04:18|57792|258|20160|9|COMPLETED|
1855747|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[375,377,488,528]|14-00:00:00|2022-04-08T15:14:47|00:08:54|2022-04-08T15:23:41|2022-04-08T15:28:04|00:04:23|58912|263|20160|9|COMPLETED|
1855748|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[536,539,545,573]|14-00:00:00|2022-04-08T15:14:49|00:09:07|2022-04-08T15:23:56|2022-04-08T15:28:17|00:04:21|58464|261|20160|9|COMPLETED|
1855749|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[274-277]|14-00:00:00|2022-04-08T15:14:52|00:10:21|2022-04-08T15:25:13|2022-04-08T15:28:15|00:03:02|40768|182|20160|9|COMPLETED|
1855750|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[336-339]|14-00:00:00|2022-04-08T15:14:55|00:10:18|2022-04-08T15:25:13|2022-04-08T15:28:15|00:03:02|40768|182|20160|9|COMPLETED|
1855752|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[459-462]|14-00:00:00|2022-04-08T15:14:57|00:12:56|2022-04-08T15:27:53|2022-04-08T15:32:43|00:04:50|64960|290|20160|9|COMPLETED|
1855753|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[125-127,234]|14-00:00:00|2022-04-08T15:14:59|00:13:00|2022-04-08T15:27:59|2022-04-08T15:32:48|00:04:49|64736|289|20160|9|COMPLETED|
1864255|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[275-278]|14-00:00:00|2022-04-12T12:20:10|00:31:34|2022-04-12T12:51:44|2022-04-12T14:55:52|02:04:08|1668352|7448|20160|9|COMPLETED|
1864258|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[346-349]|14-00:00:00|2022-04-12T12:21:12|00:30:32|2022-04-12T12:51:44|2022-04-12T14:55:53|02:04:09|1668576|7449|20160|9|COMPLETED|
1864842|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[170,275-277]|14-00:00:00|2022-04-12T15:01:48|00:02:24|2022-04-12T15:04:12|2022-04-19T16:21:41|7-01:17:29|136516576|609449|20160|9|COMPLETED|
1864843|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[219,346-347,378]|14-00:00:00|2022-04-12T15:01:55|00:02:47|2022-04-12T15:04:42|2022-04-14T14:06:10|1-23:01:28|37920512|169288|20160|9|COMPLETED|
1894373|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[583-586]|14-00:00:00|2022-04-20T00:16:30|10:35:18|2022-04-20T10:51:48|2022-04-25T12:42:09|5-01:50:21|98251104|438621|20160|8|COMPLETED|
1919465|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[168-171]|14-00:00:00|2022-04-27T15:27:21|00:00:00|2022-04-27T15:27:21|2022-04-27T15:37:15|00:09:54|133056|594|20160|8|COMPLETED|
1919504|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[262-265]|14-00:00:00|2022-04-27T16:00:17|00:00:13|2022-04-27T16:00:30|2022-04-27T16:07:38|00:07:08|95872|428|20160|8|COMPLETED|
1919547|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[262-265]|14-00:00:00|2022-04-27T16:22:12|00:00:01|2022-04-27T16:22:13|2022-04-27T16:28:43|00:06:30|87360|390|20160|8|COMPLETED|
1920252|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[114-117]|14-00:00:00|2022-04-27T18:19:08|00:00:01|2022-04-27T18:19:09|2022-04-29T10:53:54|1-16:34:45|32723040|146085|20160|8|COMPLETED|
1920255|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[254-257]|14-00:00:00|2022-04-27T18:26:38|00:00:03|2022-04-27T18:26:41|2022-04-29T10:54:11|1-16:27:30|32625600|145650|20160|8|COMPLETED|
1920256|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[262-265]|14-00:00:00|2022-04-27T18:26:51|00:00:01|2022-04-27T18:26:52|2022-04-29T10:53:45|1-16:26:53|32617312|145613|20160|8|COMPLETED|
1920257|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[325-328]|14-00:00:00|2022-04-27T18:27:23|00:00:00|2022-04-27T18:27:23|2022-04-29T10:53:41|1-16:26:18|32609472|145578|20160|8|COMPLETED|
1920258|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[357-360]|14-00:00:00|2022-04-27T18:27:48|00:36:50|2022-04-27T19:04:38|2022-04-29T10:53:20|1-15:48:42|32104128|143322|20160|8|COMPLETED|
1920259|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[463-466]|14-00:00:00|2022-04-27T18:28:15|00:37:43|2022-04-27T19:05:58|2022-04-29T10:53:23|1-15:47:25|32086880|143245|20160|8|COMPLETED|
1920260|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[492-495]|14-00:00:00|2022-04-27T18:28:38|00:38:20|2022-04-27T19:06:58|2022-04-29T10:53:38|1-15:46:40|32076800|143200|20160|8|COMPLETED|
1924027|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[211-214]|14-00:00:00|2022-04-29T15:06:35|00:00:00|2022-04-29T15:06:35|2022-04-29T15:10:37|00:04:02|54208|242|20160|8|COMPLETED|
1924035|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[211-214]|14-00:00:00|2022-04-29T15:15:26|00:00:01|2022-04-29T15:15:27|2022-05-04T08:53:50|4-17:38:23|91639072|409103|20160|8|COMPLETED|
1924037|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[254-257]|14-00:00:00|2022-04-29T15:16:39|00:00:00|2022-04-29T15:16:39|2022-05-04T08:53:50|4-17:37:11|91622944|409031|20160|8|COMPLETED|
1924038|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[542-545]|14-00:00:00|2022-04-29T15:17:03|00:00:01|2022-04-29T15:17:04|2022-05-04T08:53:49|4-17:36:45|91617120|409005|20160|8|COMPLETED|
1924039|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[119-122]|14-00:00:00|2022-04-29T15:17:11|00:00:00|2022-04-29T15:17:11|2022-05-04T08:53:47|4-17:36:36|91615104|408996|20160|8|COMPLETED|
1924041|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[082-084,123]|14-00:00:00|2022-04-29T15:17:18|00:00:02|2022-04-29T15:17:20|2022-05-04T08:53:40|4-17:36:20|91611520|408980|20160|8|COMPLETED|
1924043|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[308-311]|14-00:00:00|2022-04-29T15:21:21|00:00:00|2022-04-29T15:21:21|2022-05-04T09:00:50|4-17:39:29|91653856|409169|20160|8|COMPLETED|
1924044|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[085,249-251]|14-00:00:00|2022-04-29T15:21:38|00:00:00|2022-04-29T15:21:38|2022-05-04T08:54:12|4-17:32:34|91560896|408754|20160|8|COMPLETED|
1930325|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[178-181]|14-00:00:00|2022-05-04T17:15:25|00:00:01|2022-05-04T17:15:26|2022-05-05T15:33:41|22:18:15|17986080|80295|20160|8|COMPLETED|
1930326|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[384-387]|14-00:00:00|2022-05-04T17:16:33|00:00:00|2022-05-04T17:16:33|2022-05-05T15:33:21|22:16:48|17966592|80208|20160|8|COMPLETED|
1930327|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[397-400]|14-00:00:00|2022-05-04T17:17:09|00:00:01|2022-05-04T17:17:10|2022-05-05T15:33:37|22:16:27|17961888|80187|20160|8|COMPLETED|
1930376|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[082-085]|14-00:00:00|2022-05-04T18:16:45|00:00:00|2022-05-04T18:16:45|2022-05-05T15:34:55|21:18:10|17178560|76690|20160|8|COMPLETED|
1930377|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[546-549]|14-00:00:00|2022-05-04T18:17:28|00:00:00|2022-05-04T18:17:28|2022-05-05T15:33:30|21:16:02|17149888|76562|20160|8|COMPLETED|
1931142|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[583-586]|14-00:00:00|2022-05-04T22:17:12|00:00:01|2022-05-04T22:17:13|2022-05-05T15:33:20|17:16:07|13925408|62167|20160|8|COMPLETED|
1931551|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[113-116]|14-00:00:00|2022-05-05T09:13:50|00:00:01|2022-05-05T09:13:51|2022-05-05T15:33:31|06:19:40|5102720|22780|20160|8|COMPLETED|
1932738|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[082-085]|14-00:00:00|2022-05-05T15:35:58|00:00:01|2022-05-05T15:35:59|2022-05-10T09:22:12|4-17:46:13|91744352|409573|20160|8|COMPLETED|
1933525|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[113-116]|14-00:00:00|2022-05-05T18:33:31|00:00:01|2022-05-05T18:33:32|2022-05-10T09:20:47|4-14:47:15|89339040|398835|20160|8|COMPLETED|
1935982|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[384-387]|14-00:00:00|2022-05-06T12:26:30|00:00:00|2022-05-06T12:26:30|2022-05-10T09:19:44|3-20:53:14|74904256|334394|20160|8|COMPLETED|
1935983|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[400-403]|14-00:00:00|2022-05-06T12:26:40|00:00:01|2022-05-06T12:26:41|2022-05-10T09:21:18|3-20:54:37|74922848|334477|20160|8|COMPLETED|
1935984|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[427-430]|14-00:00:00|2022-05-06T12:26:50|00:00:01|2022-05-06T12:26:51|2022-05-09T09:34:12|2-21:07:21|55740384|248841|20160|8|NODE_FAIL|
1935985|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[506-509]|14-00:00:00|2022-05-06T12:27:01|00:00:00|2022-05-06T12:27:01|2022-05-10T09:23:57|3-20:56:56|74953984|334616|20160|8|COMPLETED|
1935986|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[546-549]|14-00:00:00|2022-05-06T12:27:11|00:00:01|2022-05-06T12:27:12|2022-05-10T09:23:56|3-20:56:44|74951296|334604|20160|8|COMPLETED|
1941880|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[506-509]|14-00:00:00|2022-05-11T14:36:33|00:00:01|2022-05-11T14:36:34|2022-05-23T14:42:58|12-00:06:24|232329216|1037184|20160|8|COMPLETED|
1941890|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[409-418]|14-00:00:00|2022-05-11T14:40:25|00:00:00|2022-05-11T14:40:25|2022-05-11T23:03:22|08:22:57|16899120|30177|20160|13|COMPLETED|
1942430|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[087-096]|14-00:00:00|2022-05-12T11:36:34|00:00:01|2022-05-12T11:36:35|2022-05-13T14:11:52|1-02:35:17|53601520|95717|20160|13|COMPLETED|
1942431|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[427-436]|14-00:00:00|2022-05-12T11:37:02|00:00:00|2022-05-12T11:37:02|2022-05-13T14:12:17|1-02:35:15|53600400|95715|20160|13|COMPLETED|
1942433|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[252-261]|14-00:00:00|2022-05-12T11:37:45|00:00:00|2022-05-12T11:37:45|2022-05-13T14:12:23|1-02:34:38|53579680|95678|20160|13|COMPLETED|
1942766|50109.0|50101|sphere.slrm|tornado|4|4|4|224|n01p[099-102]|14-00:00:00|2022-05-13T02:13:02|00:00:00|2022-05-13T02:13:02|2022-05-13T02:22:04|00:09:02|121408|542|20160|8|COMPLETED|
1945841|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[252-261]|14-00:00:00|2022-05-16T15:58:11|00:00:01|2022-05-16T15:58:12|2022-05-16T23:07:10|07:08:58|14413280|25738|20160|12|COMPLETED|
1945842|50109.0|50101|sphere.slrm|tornado|10|10|10|560|n01p[087-096]|14-00:00:00|2022-05-16T15:58:14|00:00:01|2022-05-16T15:58:15|2022-05-16T23:07:19|07:09:04|14416640|25744|20160|12|COMPLETED|
